,random,X,CAD.CDW.ID,CAD.Event.Number,General.Offense.Number,Event.Clearance.Code,Event.Clearance.Description,Event.Clearance.SubGroup,Event.Clearance.Group,Event.Clearance.Date,Hundred.Block.Location,District.Sector,Zone.Beat,Census.Tract,Longitude,Latitude,Incident.Location,Initial.Type.Description,Initial.Type.Subgroup,Initial.Type.Group,At.Scene.Time
34187,0.685220807,582192,981478,12000415907,2012415907,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,12/5/2012 21:34,12 AV S / S WASHINGTON ST,E,E3,9100.1002,-122.3169655,47.60085269,"(47.600852687, -122.316965454)",,,,
8755,0.367151237,512969,1729058,16000154293,2016154293,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/4/2016 5:15,93XX BLOCK OF 38 AV S,S,S1,11700.2025,-122.28485,47.518997,"(47.518997, -122.28485)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
3865,0.024904114,1425693,2070052,17000300584,2017300584,161,TRESPASS,TRESPASS,TRESPASS,8/14/2017 17:18,11XX BLOCK OF BROADWAY,E,E2,7500.4022,-122.32076,47.61211,"(47.61211, -122.32076)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
20811,0.496769802,1116294,2129344,17000409071,2017409071,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,11/3/2017 22:22,11XX BLOCK OF E SHELBY ST,C,C1,6100.1022,-122.3177,47.64692,"(47.64692, -122.3177)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,11/3/2017 22:16
25054,0.665766141,942514,1582040,15000361430,2015361430,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,10/15/2015 20:24,2 AV / SENECA ST,K,K1,8100.2034,-122.3364366,47.60658565,"(47.606585654, -122.33643655)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
25449,0.136197446,379147,737621,12000053436,201253436,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2/21/2012 21:57,BOREN AV / JEFFERSON ST,E,E3,8500.2013,-122.3218777,47.605768,"(47.605767998, -122.321877682)",,,,
11900,0.970975823,795883,1739269,16000172206,2016172206,100,FRAUD (INCLUDING IDENTITY THEFT),FRAUD CALLS,FRAUD CALLS,5/17/2016 12:59,97XX BLOCK OF WOODLAWN AV N,N,N3,1300.1024,-122.33877,47.700554,"(47.700554, -122.33877)","FRAUD - FORGERY,BUNCO, SCAMS, ID THEFT, ETC",FRAUD CALLS,FRAUD CALLS,5/17/2016 12:08
45026,0.269217778,708300,1824576,16000318212,2016318212,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,9/2/2016 15:25,3XX BLOCK OF 9 AV,G,G1,8500.3001,-122.32344,47.60413,"(47.60413, -122.32344)","TRU- MOTOR VEHICLE COLLISION, HIT AND RUN AFTER THE FACT",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,9/2/2016 14:51
17289,0.38019445,430533,792223,12000137249,2012137249,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/4/2012 21:44,MAYNARD AL S / S WELLER ST,K,K2,9100.2007,-122.3244103,47.59751156,"(47.597511563, -122.324410303)",,,,
5104,0.410870384,482886,849492,12000224219,2012224219,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,7/13/2012 11:07,5XX BLOCK OF NE 103RD ST,N,N3,1200.6002,-122.3217976,47.70313122,"(47.703131222, -122.321797553)",,,,
37500,0.602276876,1201767,2205133,18000059090,201859090,50,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,2/16/2018 20:26,22XX BLOCK OF ELLIOTT AV,D,D1,8002.201,-122.34765,47.611866,"(47.611866, -122.34765)",BURG - IP/JO - RES (INCL UNOCC STRUCTURES),BURGLARY,RESIDENTIAL BURGLARIES,2/16/2018 18:28
13571,0.601292985,648378,1285032,13000014774,201314774,415,BLOCKING VEHICLE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,1/13/2013 16:55,NE 80 ST / ROOSEVELT WY NE,U,U1,2700.2,-122.3175537,47.68672984,"(47.68672984, -122.317553744)",,,,
12033,0.314013022,301336,643402,15000043382,201543382,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2/7/2015 9:20,7XX BLOCK OF E ALOHA ST,C,C1,6500.2006,-122.3229522,47.62684947,"(47.626849469, -122.322952175)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,
306,0.32533461,315350,1687015,16000078079,201678079,64,SHOPLIFT,THEFT,SHOPLIFTING,3/4/2016 20:43,22XX BLOCK OF E MADISON ST,C,C3,7900.1,-122.3031,47.618797,"(47.618797, -122.3031)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,3/4/2016 19:46
22868,0.954671545,293164,628875,11000194941,2011194941,220,MENTAL COMPLAINT,MENTAL CALL,MENTAL HEALTH,6/17/2011 22:19,92XX BLOCK OF RAINIER AVE S,S,S2,11800.4005,-122.2699904,47.52055616,"(47.520556161, -122.269990445)",,,,
23905,0.169461243,607183,1911231,17000005933,20175933,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,1/5/2017 19:26,5XX BLOCK OF 4 AV,K,K1,8100.2028,-122.32997,47.602875,"(47.602875, -122.32997)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
49759,0.257541238,706990,1735191,16000165000,2016165000,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,5/12/2016 0:13,10 AV / E PIKE ST,E,E2,7500.4016,-122.31945,47.614082,"(47.614082, -122.31945)","NOISE - DIST, GENERAL (CONST, RESID, BALL PLAY)",DISTURBANCES,NOISE DISTURBANCE,
2069,0.488202841,690307,2051899,17000267674,2017267674,100,FRAUD (INCLUDING IDENTITY THEFT),FRAUD CALLS,FRAUD CALLS,7/22/2017 14:42,15XX BLOCK OF 12 AV,E,E2,7500.4006,-122.31685,47.614685,"(47.614685, -122.31685)","FRAUD - FORGERY,BUNCO, SCAMS, ID THEFT, ETC",FRAUD CALLS,FRAUD CALLS,7/22/2017 13:48
24978,0.638796516,437922,800668,12000149182,2012149182,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,5/15/2012 4:15,4 AV S / S JACKSON ST,K,K2,9200.1006,-122.3289706,47.59919562,"(47.599195616, -122.328970595)",,,,
16755,0.624680278,917194,1996404,17000166743,2017166743,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",5/12/2017 10:26,3XX BLOCK OF PIKE ST,M,M3,8100.2009,-122.337234,47.60998,"(47.60998, -122.337234)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,
41318,0.747543881,344259,700148,11000415158,2011415158,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,12/29/2011 21:02,27XX BLOCK OF 10TH AVE E,C,C1,6100.2009,-122.3195913,47.64505258,"(47.645052581, -122.319591281)",,,,
49887,0.488125046,700582,2040353,17000247066,2017247066,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,7/7/2017 23:01,S MICHIGAN ST / 5 AV S,O,O3,10900.207,-122.32839,47.545654,"(47.545654, -122.32839)",MOTOR VEHICLE COLLISION WITH INJURIES - PRIORITY 1,MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,
17129,0.736778464,1154545,1875946,16000409180,2016409180,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,11/12/2016 3:24,35XX BLOCK OF 27 PL W,Q,Q1,5801.2002,-122.3904,47.65245,"(47.65245, -122.3904)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,11/12/2016 2:05
8234,0.474163055,1386877,1114320,15000190704,2015190704,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,6/8/2015 8:42,4XX BLOCK OF BROADWAY E,E,E1,7401.2004,-122.3209152,47.6225585,"(47.622558496, -122.320915221)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
16175,0.651418935,554173,940324,12000363749,2012363749,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",10/23/2012 19:37,2 AV / JAMES ST,K,K2,8100.2035,-122.3325222,47.60230492,"(47.602304921, -122.332522236)",,,,
43601,0.527631381,1349941,1072301,15000130311,2015130311,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,4/21/2015 16:44,10XX BLOCK OF BELMONT AV E,C,C1,6600.101,-122.3262899,47.62748421,"(47.627484208, -122.326289942)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,4/21/2015 15:31
8609,0.667410683,761487,1759395,16000207747,2016207747,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",6/11/2016 16:30,9 AV / SENECA ST,E,E3,8300.1002,-122.32867,47.609837,"(47.609837, -122.32867)",HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT),HAZARDS,HAZARDS,
49449,0.529984149,705679,1857488,16000376544,2016376544,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,10/17/2016 22:54,13XX BLOCK OF E MADISON ST,E,E2,7500.4009,-122.31528,47.613747,"(47.613747, -122.31528)","ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",ALACAD,SUSPICIOUS CIRCUMSTANCES,
30607,0.34628303,1390944,1118923,15000197260,2015197260,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,6/12/2015 21:39,28XX BLOCK OF ALKI AV SW,W,W1,9701.2002,-122.412623,47.5785482,"(47.578548198, -122.412622975)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
45861,0.637275728,393490,1728854,16000154041,2016154041,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,5/3/2016 22:20,HARVARD AV / E DENNY WY,E,E2,7402.2001,-122.32219,47.618732,"(47.618732, -122.32219)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
27872,0.760526776,1195813,2108246,17000370072,2017370072,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,10/5/2017 9:47,27XX BLOCK OF S CHARLESTOWN ST,R,R2,10001.3,-122.29734,47.570168,"(47.570168, -122.29734)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
34458,0.134838897,248121,543611,11000117901,2011117901,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,4/13/2011 13:47,47XX BLOCK OF 45TH AVE SW,W,W2,10500.5006,-122.3895146,47.56023457,"(47.560234567, -122.389514635)",,,,
9798,0.643603273,1299413,666656,12000244184,2012244184,64,SHOPLIFT,THEFT,SHOPLIFTING,7/27/2012 16:01,132XX BLOCK OF AURORA AVE N,N,N2,600.1016,-122.3449968,47.72503555,"(47.725035552, -122.344996836)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,
29875,0.966618225,865986,2090727,17000337697,2017337697,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,9/11/2017 2:39,STEWART ST / TERRY AV,D,D2,7300.202,-122.33358,47.61628,"(47.61628, -122.33358)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
46863,0.036933978,816132,1811020,16000296495,2016296495,176,LIQUOR VIOLATION - ADULT,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,8/16/2016 15:49,4 AV / BELL ST,D,D2,7200.1055,-122.34394,47.615368,"(47.615368, -122.34394)",LIQUOR VIOLATIONS - ADULT,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
3300,0.751606768,718604,1736354,16000166940,2016166940,184,"NARCOTICS, OTHER",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,5/13/2016 13:47,9XX BLOCK OF N 95 ST,N,N3,1300.3018,-122.345955,47.69781,"(47.69781, -122.345955)","NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,
28841,0.454798333,309740,660526,11000081987,201181987,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,3/12/2011 6:54,23XX BLOCK OF 6TH AVE,M,M2,7200.2018,-122.3428648,47.61708294,"(47.617082943, -122.342864758)",,,,
8844,0.424130594,626087,1796242,16000270413,2016270413,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,7/28/2016 12:29,NE 85 ST / 23 AV NE,U,U1,2500.1002,-122.30417,47.690285,"(47.690285, -122.30417)",TRAFFIC - BLOCKING ROADWAY,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
16341,0.847078084,971894,1638605,15000446860,2015446860,176,LIQUOR VIOLATION - ADULT,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,12/27/2015 12:48,4 AV S / S MICHIGAN ST,O,O3,10900.207,-122.32959,47.545334,"(47.545334, -122.32959)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
10291,0.320330536,975732,1814791,16000281607,2016281607,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,8/5/2016 11:49,LAKEWOOD AV S / S HORTON ST,R,R2,9500.3043,-122.281944,47.573326,"(47.573326, -122.281944)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,8/5/2016 11:49
47748,0.99347015,731867,1737153,16000168451,2016168451,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,5/14/2016 12:52,55XX BLOCK OF 11 AV NE,U,U1,4400.2026,-122.316284,47.669003,"(47.669003, -122.316284)","ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",ALACAD,SUSPICIOUS CIRCUMSTANCES,
42403,0.478130113,295234,630979,11000199795,2011199795,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,6/22/2011 3:51,98XX BLOCK OF 63RD AVE S,S,S3,11900.6001,-122.2546878,47.51250186,"(47.51250186, -122.254687828)",,,,
9806,0.952488374,448383,811829,12000165890,2012165890,74,LICENSE PLATE THEFT OR LOSS,CAR PROWL,CAR PROWL,5/29/2012 15:39,4XX BLOCK OF 9TH AVE N,D,D1,7200.1016,-122.3397558,47.62263009,"(47.622630087, -122.339755759)",,,,
30954,0.702947576,52219,69055,10000323623,2010323623,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,9/15/2010 15:13,71XX BLOCK OF 38TH AVE S,S,S1,11000.101,-122.2847256,47.53795765,"(47.537957651, -122.28472558)",,,,
31378,0.265132972,304821,650816,15000053639,201553639,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2/16/2015 7:50,20 AV NE / NE 50 ST,U,U1,4302.1008,-122.3065095,47.66485226,"(47.66485226, -122.306509464)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
36705,0.022957654,813597,1960252,17000099454,201799454,52,BURGLARY - COMMERCIAL,COMMERCIAL BURGLARIES,BURGLARY,3/21/2017 15:57,29XX BLOCK OF SW AVALON WY,W,W1,9900.1021,-122.370766,47.568424,"(47.568424, -122.370766)",BURG - COMM BURGLARY (INCLUDES SCHOOLS),BURGLARY,COMMERCIAL BURGLARIES,3/21/2017 12:35
21595,0.899867192,831923,2151814,17000449402,2017449402,495,TRAFFIC - SCHOOL ZONE ENFORCEMENT,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,12/6/2017 7:00,11XX BLOCK OF 19 AV E,C,C2,6400.3006,-122.30726,47.629642,"(47.629642, -122.30726)",TRAFFIC - MOVING VIOLATION,TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
13307,0.729497102,218094,469901,11000344039,2011344039,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,10/21/2011 15:47,4XX BLOCK OF 1ST AVE N,D,D1,7100.2001,-122.3553675,47.62918567,"(47.629185666, -122.355367463)",,,,
7402,0.351428439,308658,1684158,16000072973,201672973,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,3/1/2016 1:39,46XX BLOCK OF 27 AV NE,U,U3,4301.1014,-122.29765,47.66284,"(47.66284, -122.29765)","ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",ALACAD,SUSPICIOUS CIRCUMSTANCES,
41670,0.952599211,362697,719822,12000027169,201227169,220,MENTAL COMPLAINT,MENTAL CALL,MENTAL HEALTH,1/28/2012 20:42,123XX BLOCK OF 16TH AVE NE,L,L2,700.5003,-122.3112982,47.71849585,"(47.718495845, -122.311298153)",,,,
8961,0.962636869,1308475,1024853,15000062662,201562662,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,2/24/2015 14:20,15XX BLOCK OF 4 AV,M,M3,8100.2009,-122.3368905,47.61044025,"(47.610440248, -122.336890511)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,
32321,0.123548437,1075727,1964834,17000108043,2017108043,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,3/28/2017 6:40,19XX BLOCK OF THORNDYKE AV W,Q,Q1,5802.3031,-122.38929,47.63663,"(47.63663, -122.38929)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,
40504,0.266393967,660919,1301820,13000035322,201335322,65,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,1/31/2013 17:01,50XX BLOCK OF CALIFORNIA AVE SW,W,W2,10500.4,-122.3868981,47.55697692,"(47.556976919, -122.386898078)",,,,
41662,0.150318069,1063377,1256260,11000030974,201130974,50,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,1/26/2011 18:32,30XX BLOCK OF S WILLOW ST,S,S1,11000.5011,-122.2923878,47.54071801,"(47.540718008, -122.292387755)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,1/26/2011 17:00
42303,0.669898647,383070,741743,12000059689,201259689,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2/27/2012 16:44,5XX BLOCK OF BELMONT AVE E,C,C1,7400.1003,-122.324034,47.62371704,"(47.623717041, -122.32403399)",,,,
42597,0.738877218,935476,1576161,15000354016,2015354016,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,10/9/2015 22:07,3 AV / JAMES ST,K,K2,8100.2041,-122.3314085,47.60276654,"(47.602766541, -122.331408458)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
39165,0.689008229,900835,1612882,15000402954,2015402954,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,11/18/2015 13:58,111XX BLOCK OF ROOSEVELT WY NE,L,L1,1200.1006,-122.31786,47.70939,"(47.70939, -122.31786)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
15273,0.650713813,534366,911709,12000326226,2012326226,65,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,9/25/2012 13:44,53XX BLOCK OF LEARY AVE NW,J,J2,4700.5016,-122.3822435,47.66676934,"(47.666769341, -122.382243464)",,,,
23651,0.206270683,484322,851021,12000226629,2012226629,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,7/14/2012 22:27,41XX BLOCK OF 15TH AVE NE,U,U2,5302.3003,-122.3126533,47.72597794,"(47.725977941, -122.312653258)",,,,
40304,0.270652625,1292024,648678,15000050800,201550800,202,ALARMS - COMMERCIAL PANIC (FALSE),PANIC ALARMS (FALSE),FALSE ALARMS,2/13/2015 17:47,6XX BLOCK OF UNION ST,M,M3,8200.1017,-122.3330014,47.610382,"(47.610381999, -122.333001387)",ALARM - BANK (HOLD-UP),ALARMS,SUSPICIOUS CIRCUMSTANCES,
32813,0.929370621,1076728,1973033,17000123396,2017123396,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,4/8/2017 21:15,NE 61 ST / 65 AV NE,U,U3,4100.1007,-122.25814,47.672806,"(47.672806, -122.25814)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
3962,0.333598247,509879,878385,12000273161,2012273161,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,8/17/2012 8:34,HOLMAN RD N / GREENWOOD AV N,B,N2,1400.2007,-122.3554547,47.70508126,"(47.705081262, -122.355454667)",,,,
15481,0.893424161,829835,2065128,17000291469,2017291469,64,SHOPLIFT,THEFT,SHOPLIFTING,8/8/2017 0:26,6XX BLOCK OF 5 AV S,K,K3,9100.2009,-122.32768,47.596657,"(47.596657, -122.32768)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,8/7/2017 20:50
42284,0.035043682,874405,1489054,15000247739,2015247739,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",7/19/2015 16:52,11XX BLOCK OF 14 AV,E,E2,8600.1,-122.3141474,47.6122349,"(47.612234901, -122.314147398)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,7/19/2015 15:19
12505,0.844675653,1397288,1921309,17000025156,201725156,161,TRESPASS,TRESPASS,TRESPASS,1/21/2017 9:36,6XX BLOCK OF E HARRISON ST,E,E1,7401.4,-122.32355,47.621994,"(47.621994, -122.32355)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,1/21/2017 9:01
14073,0.087486949,372981,731052,12000041441,201241441,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,2/10/2012 18:44,30XX BLOCK OF PERKINS LN W,Q,Q1,5600.2016,-122.4163821,47.64655172,"(47.646551719, -122.416382147)",,,,
42956,0.889700514,202246,1672042,16000051971,201651971,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,2/12/2016 20:34,AURORA AV N / N 115 ST,N,N2,600.3016,-122.34482,47.71232,"(47.71232, -122.34482)",HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT),HAZARDS,HAZARDS,
29073,0.868848592,469223,833946,12000200457,2012200457,465,PEDESTRIAN VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,6/26/2012 0:11,RAINIER AV S / S HENDERSON ST,S,S3,11800.4,-122.2699871,47.52330676,"(47.523306762, -122.269987093)",,,,
44338,0.002888069,1120838,1916506,17000016232,201716232,282,"SUSPICIOUS CIRCUMSTANCES - BUILDING (OPEN DOOR, ETC.)",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,1/14/2017 1:17,19XX BLOCK OF 2 AV,M,M1,8002.1002,-122.3411,47.611347,"(47.611347, -122.3411)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
47268,0.128472917,1355013,1078361,15000139080,2015139080,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,4/28/2015 18:27,4XX BLOCK OF PINE ST,M,M3,8100.2004,-122.3373204,47.61132124,"(47.611321238, -122.337320424)",DEMONSTRATIONS,DISTURBANCES,DISTURBANCES,4/28/2015 17:12
44810,0.80585994,1209144,2189496,17000441122,2017441122,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",11/29/2017 22:27,80XX BLOCK OF 15 AV NW,J,J2,3000.2014,-122.37679,47.6878,"(47.6878, -122.37679)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,11/29/2017 22:19
10910,0.058562595,1073144,1853367,16000369353,2016369353,161,TRESPASS,TRESPASS,TRESPASS,10/11/2016 21:15,14XX BLOCK OF 2 AV,M,M1,8100.3003,-122.338844,47.608704,"(47.608704, -122.338844)",TRESPASS,TRESPASS,TRESPASS,10/11/2016 20:33
13220,0.833760923,75228,92644,10000358368,2010358368,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10/13/2010 13:08,3XX BLOCK OF S MAIN ST,K,K2,9200.1006,-122.3296538,47.60001367,"(47.600013668, -122.329653769)",,,,
7324,0.416878536,92055,109896,10000385066,2010385066,65,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,11/4/2010 3:14,88XX BLOCK OF NESBIT AVE N,N,N2,1800.2003,-122.3434782,47.69327651,"(47.693276509, -122.343478227)",,,,
12728,0.767775017,764545,1494374,15000254218,2015254218,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,7/24/2015 14:27,FAIRVIEW AV N / EASTLAKE AV E,D,D3,6600.1022,-122.3260715,47.63225292,"(47.632252919, -122.326071531)",TRAFFIC - MOVING VIOLATION,TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
